STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,MEDICAL_PROCEDURE,Medical procedure,OCCUPATION,Occupation,DIAGNOSTIC_TYPE,Diagnostic category,PROVIDER,Provider,FUNCTION,Healthcare function,MODE_PROVISION,Mode of provision,CARE_TYPE,Care type,HEALTH_FACILITY,Medical technology,AGE,Age,SEX,Sex,DATA_SRCE,Data source,WAITING_TIME,Waiting time,DISEASE,Disease,CANCER_SITE,Cancer site,CONSULTATION_TYPE,Consultation type,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,OBS_STATUS3,Observation status 3,OBS_STATUS4,Observation status 4,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,ISR,Israel,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,DIPTETPERT,"Diphtheria, Tetanus, Pertussis",_Z,Not applicable,_Z,Not applicable,2016,,94,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,ITA,Italy,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,DIPTETPERT,"Diphtheria, Tetanus, Pertussis",_Z,Not applicable,_Z,Not applicable,2016,,94,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,LVA,Latvia,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,DIPTETPERT,"Diphtheria, Tetanus, Pertussis",_Z,Not applicable,_Z,Not applicable,2013,,94,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,NOR,Norway,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,DIPTETPERT,"Diphtheria, Tetanus, Pertussis",_Z,Not applicable,_Z,Not applicable,2011,,94,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,NOR,Norway,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,DIPTETPERT,"Diphtheria, Tetanus, Pertussis",_Z,Not applicable,_Z,Not applicable,2013,,94,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,POL,Poland,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,DIPTETPERT,"Diphtheria, Tetanus, Pertussis",_Z,Not applicable,_Z,Not applicable,2021,,94,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,ESP,Spain,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,DIPTETPERT,"Diphtheria, Tetanus, Pertussis",_Z,Not applicable,_Z,Not applicable,2024,,94,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,GBR,United Kingdom,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,DIPTETPERT,"Diphtheria, Tetanus, Pertussis",_Z,Not applicable,_Z,Not applicable,2010,,94,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,GBR,United Kingdom,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,DIPTETPERT,"Diphtheria, Tetanus, Pertussis",_Z,Not applicable,_Z,Not applicable,2016,,94,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,GBR,United Kingdom,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,DIPTETPERT,"Diphtheria, Tetanus, Pertussis",_Z,Not applicable,_Z,Not applicable,2017,,94,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,GBR,United Kingdom,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,DIPTETPERT,"Diphtheria, Tetanus, Pertussis",_Z,Not applicable,_Z,Not applicable,2018,,94,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,ARG,Argentina,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,DIPTETPERT,"Diphtheria, Tetanus, Pertussis",_Z,Not applicable,_Z,Not applicable,2013,,94,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,ARG,Argentina,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,DIPTETPERT,"Diphtheria, Tetanus, Pertussis",_Z,Not applicable,_Z,Not applicable,2015,,94,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,GEO,Georgia,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,DIPTETPERT,"Diphtheria, Tetanus, Pertussis",_Z,Not applicable,_Z,Not applicable,2011,,94,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,GEO,Georgia,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,DIPTETPERT,"Diphtheria, Tetanus, Pertussis",_Z,Not applicable,_Z,Not applicable,2019,,94,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,IND,India,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,DIPTETPERT,"Diphtheria, Tetanus, Pertussis",_Z,Not applicable,_Z,Not applicable,2024,,94,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,CHL,Chile,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,DIPTETPERT,"Diphtheria, Tetanus, Pertussis",_Z,Not applicable,_Z,Not applicable,2015,,96,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,CHL,Chile,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,DIPTETPERT,"Diphtheria, Tetanus, Pertussis",_Z,Not applicable,_Z,Not applicable,2019,,96,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,DNK,Denmark,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,DIPTETPERT,"Diphtheria, Tetanus, Pertussis",_Z,Not applicable,_Z,Not applicable,2018,,96,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,DNK,Denmark,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,DIPTETPERT,"Diphtheria, Tetanus, Pertussis",_Z,Not applicable,_Z,Not applicable,2019,,96,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,DNK,Denmark,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,DIPTETPERT,"Diphtheria, Tetanus, Pertussis",_Z,Not applicable,_Z,Not applicable,2020,,96,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,FRA,France,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,DIPTETPERT,"Diphtheria, Tetanus, Pertussis",_Z,Not applicable,_Z,Not applicable,2015,,96,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,DEU,Germany,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,DIPTETPERT,"Diphtheria, Tetanus, Pertussis",_Z,Not applicable,_Z,Not applicable,2010,,96,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,DEU,Germany,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,DIPTETPERT,"Diphtheria, Tetanus, Pertussis",_Z,Not applicable,_Z,Not applicable,2011,,96,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,DEU,Germany,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,DIPTETPERT,"Diphtheria, Tetanus, Pertussis",_Z,Not applicable,_Z,Not applicable,2012,,96,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,DEU,Germany,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,DIPTETPERT,"Diphtheria, Tetanus, Pertussis",_Z,Not applicable,_Z,Not applicable,2013,,96,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,ISR,Israel,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,DIPTETPERT,"Diphtheria, Tetanus, Pertussis",_Z,Not applicable,_Z,Not applicable,2013,,96,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,ITA,Italy,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,DIPTETPERT,"Diphtheria, Tetanus, Pertussis",_Z,Not applicable,_Z,Not applicable,2010,,96,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,ITA,Italy,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,DIPTETPERT,"Diphtheria, Tetanus, Pertussis",_Z,Not applicable,_Z,Not applicable,2012,,96,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,ITA,Italy,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,DIPTETPERT,"Diphtheria, Tetanus, Pertussis",_Z,Not applicable,_Z,Not applicable,2019,,96,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,LVA,Latvia,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,DIPTETPERT,"Diphtheria, Tetanus, Pertussis",_Z,Not applicable,_Z,Not applicable,2018,,96,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,NLD,Netherlands,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,DIPTETPERT,"Diphtheria, Tetanus, Pertussis",_Z,Not applicable,_Z,Not applicable,2014,,96,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,NOR,Norway,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,DIPTETPERT,"Diphtheria, Tetanus, Pertussis",_Z,Not applicable,_Z,Not applicable,2016,,96,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,NOR,Norway,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,DIPTETPERT,"Diphtheria, Tetanus, Pertussis",_Z,Not applicable,_Z,Not applicable,2017,,96,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,NOR,Norway,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,DIPTETPERT,"Diphtheria, Tetanus, Pertussis",_Z,Not applicable,_Z,Not applicable,2018,,96,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,SVK,Slovak Republic,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,DIPTETPERT,"Diphtheria, Tetanus, Pertussis",_Z,Not applicable,_Z,Not applicable,2015,,96,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,ESP,Spain,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,DIPTETPERT,"Diphtheria, Tetanus, Pertussis",_Z,Not applicable,_Z,Not applicable,2018,,96,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,CHE,Switzerland,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,DIPTETPERT,"Diphtheria, Tetanus, Pertussis",_Z,Not applicable,_Z,Not applicable,2015,,96,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,CHE,Switzerland,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,DIPTETPERT,"Diphtheria, Tetanus, Pertussis",_Z,Not applicable,_Z,Not applicable,2021,,96,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,CHE,Switzerland,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,DIPTETPERT,"Diphtheria, Tetanus, Pertussis",_Z,Not applicable,_Z,Not applicable,2022,,96,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,CHE,Switzerland,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,DIPTETPERT,"Diphtheria, Tetanus, Pertussis",_Z,Not applicable,_Z,Not applicable,2024,,96,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,TUR,Türkiye,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,DIPTETPERT,"Diphtheria, Tetanus, Pertussis",_Z,Not applicable,_Z,Not applicable,2014,,96,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,TUR,Türkiye,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,DIPTETPERT,"Diphtheria, Tetanus, Pertussis",_Z,Not applicable,_Z,Not applicable,2017,,96,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,BRA,Brazil,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,DIPTETPERT,"Diphtheria, Tetanus, Pertussis",_Z,Not applicable,_Z,Not applicable,2015,,96,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,HRV,Croatia,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,DIPTETPERT,"Diphtheria, Tetanus, Pertussis",_Z,Not applicable,_Z,Not applicable,2012,,96,,,,,,,,,,,,,
